รหัสรายการ,จังหวัด,ชื่อหน่วยงาน,ประเภทสถานที่,รูปแบบการศึกษา,กลุ่มเป้าหมาย,ขอบเขต/รูปแบบการเรียนรู้,อำเภอ,ตำบล,พิกัดที่ตั้ง,แถวต้นฉบับ,ข้อควรตรวจสอบ
TZD-BC184A0E9E,อำนาจเจริญ,กศน.อำเภอ/สกร.ตำบล,วิชาการ,นอกระบบ,ทุกช่วงวัย,จัดการศึกษาขั้นพื้นฐาน,,,ตำบลทุกตำบล/สกร. อำเภอทุกอำเภอ,389,
TZD-12306EEF4C,อำนาจเจริญ,วิทยาลัยเทคนิคอำนาจเจริญ/วิทยาลัยเทคนิคหัวตะพาน,วิชาการ,นอกระบบ,ทุกช่วงวัย,,,,ตำบลทุกตำบล/สกร. อำเภอทุกอำเภอ,390,ยังไม่ระบุขอบเขต/รูปแบบการเรียนรู้
TZD-481F4ECDF5,อำนาจเจริญ,ฝีมือแรงงาน/จังหวัด,วิชาชีพ,ตามอัธยาศัย,บุคคลทั่วไป,หลักสูตรการฝึกอบรมศาสตร์ต่างๆ,,,บุคคลทั่วไป),391,
TZD-A3D12D38CC,อำนาจเจริญ,เทคนิค/อาชีวะ,วิชาชีพ,ในระบบ,นักเรียน/บุคคลทั่วไป,การจัดการเรียนรู้,,,วิทยาลัยเทคนิคอำนาจเจริญ และวิทยาลัยหัวตะพาน,392,
TZD-1916475AEB,อำนาจเจริญ,พัฒนาชุมชน,วิชาชีพ,ตามอัธยาศัย,บุคคลทั่วไป,การฝึกทักษะอาชีพ หลักสูตรระยะสั้น,,,พัฒนาชุมชนอำเภอ,393,
TZD-12FA0FCC65,อุดรธานี,วิทยาลัยเทคนิคจังหวัด,วิชาชีพ,นอกระบบ,เด็กและเยาวชนนอกระบบ,สาขาช่างยนต์ สาขาช่างไฟฟ้า,เมืองอุดรธานี,,ถนนอดุลยเดช อำเภอเมือง จังหวัดอุดรธานี,394,
TZD-1A1DAE2543,อุดรธานี,สถาบันพัฒนาฝีมือแรงงาน 18,วิชาชีพ,นอกระบบ,เด็กและเยาวชนนอกระบบการศึกษา,"ทักษะอาชีพช่างแอร์, ช่างไฟฟ้า, ช่างแม็ก, ช่างยนต์",เมืองอุดรธานี,บ้านจั่น,เทศบาลบ้านจั่น อำเภอเมือง จังหวัดอุดรธานี,395,
TZD-79AD74DF6D,อุดรธานี,วิทยาลัยสารพัดช่างจังหวัด,วิชาชีพ,ในระบบ,เด็กและเยาวชนในระบบการศึกษา,ฝึกและพัฒนาทักษะอาชีพ,เมืองอุดรธานี,,อำเภอเมือง จังหวัดอุดรธานี,396,ชื่อและจังหวัดตรงกับรายการอื่น แต่รายละเอียดต่างกัน
TZD-7095E6E65A,อุดรธานี,วิทยาลัยสารพัดช่างจังหวัด,วิชาชีพ,นอกระบบ,เด็กและเยาวชนนอกระบบการศึกษา,ฝึกและพัฒนาทักษะอาชีพ,เมืองอุดรธานี,,อำเภอเมือง จังหวัดอุดรธานี,397,ชื่อและจังหวัดตรงกับรายการอื่น แต่รายละเอียดต่างกัน
TZD-F9F0C9628E,อุดรธานี,วิทยาลัยอาชีวศึกษา,วิชาชีพ,ในระบบ,เด็กและเยาวชนในระบบการศึกษา,ทักษะอาชีพสาขางานฝีมือสิ่งทอ,เมืองอุดรธานี,,อำเภอเมือง จังหวัดอุดรธานี,398,ชื่อและจังหวัดตรงกับรายการอื่น แต่รายละเอียดต่างกัน
TZD-DA00BF4636,อุดรธานี,วิทยาลัยอาชีวศึกษา,วิชาชีพ,นอกระบบ,เด็กและเยาวชนนอกระบบการศึกษา,ทักษะอาชีพผลิตภัณฑ์งานผ้า งานฝีมือ,เมืองอุดรธานี,,อำเภอเมือง จังหวัดอุดรธานี,399,ชื่อและจังหวัดตรงกับรายการอื่น แต่รายละเอียดต่างกัน
TZD-21DA1462E3,อุดรธานี,โรงเรียนในสังกัดสพม,วิชาการ,ในระบบ,เด็กและเยาวชนในระบบที่ไม่มาเรียน เนื่องจากมีเหตุจำเป็น,เรียนผ่านระบบออนไลน์ ครูนำในงานมาให้ที่บ้าน ผู้เรียนมาเข้าร่วมกิจกรรมบางครั้ง,,,โรงเรียนมัธยมศึกษาในสังกัด สพม อุดรธานี ที่ดำเนินตามนโยบายสพฐ 1 โรงเรียน 3 รูปแบบ,400,
TZD-4AAB367746,อุดรธานี,โรงเรียนในสังกัดสพป,วิชาการ,ในระบบ,เด็กและเยาวชนในระบบที่ไม่มาเรียน เนื่องจากมีเหตุจำเป็น,เรียนผ่านระบบออนไลน์ ครูนำในงานมาให้ที่บ้าน ผู้เรียนมาเข้าร่วมกิจกรรมบางครั้ง,,,โรงเรียนมัธยมศึกษาในสังกัด สพป อุดรธานี ที่ดำเนินตามนโยบายสพฐ 1 โรงเรียน 3 รูปแบบ,401,
TZD-C78CDA0BE2,อุดรธานี,บ้านพักเด็กและเยาวชนจังหวัด,วิชาชีวิต,,เด็กและเยาวชนที่เป็นไปตาม พรบ คุ้มครองเด็ก,ทักษะชีวิต,เมืองอุดรธานี,,อำเภอเมือง จังหวัดอุดรธานี,402,ยังไม่ระบุรูปแบบการศึกษา
TZD-837A5EE268,อุตรดิตถ์,มหาวิทยาลัยราชภัฎอุตรดิตถ์,วิชาการ,ในระบบ,นักเรียนชั้นมัธยมศึกษาตอนปลาย,จัดการเรียนรู้ในหลักสูตรเตรียมวิศวกรรม,เมืองอุตรดิตถ์,ท่าอิฐ,ตำบลท่าอิฐ อำเภอเมืองอุตรดิตถ์,403,
TZD-F2334F21CC,อุตรดิตถ์,วิทยาลัยสารพัดช่างอุตรดิตถ์,วิชาชีพ,นอกระบบ,ประชาชนทั่วไป,"หลักสูตรวิชาชีพระยะสั้น เช่น โปรแกรมคอมพิวเตอร์, ขนมอบยอดนิยม, ทรงผมสไตล์แฟชั่น, การขับรถยนต์, การแต่งหน้า, โปรแกรมสำเร็จรูปสำหรับสำนักงานเป็นต้น",เมืองอุตรดิตถ์,ท่าอิฐ,ตำบลท่าอิฐ อำเภอเมืองอุตรดิตถ์,404,
TZD-8805A6C946,อุตรดิตถ์,ศูนย์การเรียนสถาบันการเรียนรู้ตลอดชีวิตเพื่อสังคม (โรงเรียน 4 ตารางวา),วิชาชีวิต,ตามอัธยาศัย,เด็กขาดโอกาสทางการศึกษา,แจกใบงานเรียนรู้ด้วยตนเองโดยชุมชนเข้ามามีส่วนร่วมตามความสนใจของผู้เรียน,เมืองอุตรดิตถ์,คุ้งตะเภา,ตำบลคุ้งตะเภา อำเภอเมืองอุตรดิตถ์,405,
TZD-1BA0C5E831,อุทัยธานี,ศสกร. ประจำอำเภอ,วิชาการ,นอกระบบ,เด็กและเยาวชนอายุ 15 ปีขึ้นไป,จัดการเรียนการสอนเทียบระดับการศึกษาขั้นพื้นฐานและการศึกษาต่อเนื่อง,,,ทุกอำเภอในจ.อุทัยธานี,406,
TZD-CDC20D8399,อุทัยธานี,ศูนย์การศึกษาพิเศษ ประจำจ.อุทัยธานี,วิชาการ,ในระบบ,แรกเกิด - 18 ปี,จัดการเรียนการสอนให้กับเด็กพิเศษ,เมืองอุทัยธานี,,อ.เมือง จ.อุทัยธานี,407,
TZD-00848BD4C4,อุทัยธานี,วิทยาลัยเทคนิคอุทัยธานี,วิชาชีพ,ในระบบ,เด็กอายุ 15 ปีขึ้นไป,จัดการเรียนการสอนสายอาชีพ,เมืองอุทัยธานี,,อ.เมือง จ.อุทัยธานี,408,
TZD-05E5B4EF27,อุทัยธานี,วิทยาลัยชุมชน จ.อุทัยธานี,วิชาชีพ,ในระบบ,เด็กอายุ 15 ปีขึ้นไป,จัดการเรียนการสอนสายอาชีพ,บ้านไร่,,อ.บ้านไร่ จ.อุทัยธานี,409,
TZD-F3D130D539,อุทัยธานี,วิทยาลัยเกษตรฯ จ.อุทัยธานี,วิชาชีพ,ในระบบ,เด็กอายุ 15 ปีขึ้นไป,จัดการเรียนการสอนสายอาชีพ,เมืองอุทัยธานี,,อ.เมือง จ.อุทัยธานี,410,
TZD-C9EA7A9D24,อุทัยธานี,วิทยาลัยสารพัดช่าง,วิชาชีพ,ในระบบ,เด็กอายุ 15 ปีขึ้นไป,จัดการเรียนการสอนสายอาชีพ,เมืองอุทัยธานี,,อ.เมือง จ.อุทัยธานี,411,
TZD-A2398823B2,อุทัยธานี,ศูนย์วงเดือน อาคมสุรทัณฑ์,วิชาชีพ,ตามอัธยาศัย,ทุกช่วงอายุ,จัดการเรียนการสอนด้านการฝึกอาชีพ,เมืองอุทัยธานี,,อ.เมือง จ.อุทัยธานี,412,
TZD-445345D581,อุบลราชธานี,โรงเรียนในสังกัด สพป. อุบลฯ 1-5,วิชาการ,ในระบบ,เด็กและเยาวชน 3-18 ปี,-,,,,413,
TZD-5B714A8A69,อุบลราชธานี,โรงเรียนในสังกัด สพม.,วิชาการ,ในระบบ,เด็กและเยาวชน 12-18 ปี,-,,,,414,
TZD-9F94A9D7A4,อุบลราชธานี,ศูนย์ส่งเสริมการเรียนตลอดชีวิต 25 อำเภอ,วิชาการ,นอกระบบ,15 ปีขึ้นไป,-,,,,415,
TZD-6430407ED3,อุบลราชธานี,โรงเรียนในสังกัดเอกชน,วิชาการ,ในระบบ,3-18 ปี,-,,,,416,
TZD-ADA833AC80,อุบลราชธานี,วิทยาลัยเทคนิคอุบลราชธานี(สารพัดช่างเดิม),วิชาชีพ,,-,-,,,,417,ยังไม่ระบุรูปแบบการศึกษา
TZD-2D1A564793,อุบลราชธานี,วิทยาลัยเทคนิคอุบลราชธานี,วิชาชีพ,,-,-,,,,418,ยังไม่ระบุรูปแบบการศึกษา
TZD-1FCA2341B4,อุบลราชธานี,วิทยาลัยอาชีวศึกษาอุบลฯ,วิชาชีพ,,-,-,,,,419,ยังไม่ระบุรูปแบบการศึกษา
TZD-0968332BAF,อุบลราชธานี,สถาบันพัฒนาฝีมือแรงงาน,วิชาชีพ,,-,-,,,,420,ยังไม่ระบุรูปแบบการศึกษา
TZD-4942730457,อุบลราชธานี,วิทยาลัยอาชีวศึกษาโปลีเทคนิคภาคตะวันออกเฉียงเหนือ,วิชาชีพ,,-,-,,,,421,ยังไม่ระบุรูปแบบการศึกษา
TZD-E3A6A150D7,อ่างทอง,สกร.อำเภอทุกแห่ง (ศูนย์การเรียนรู้ชุมชน),วิชาการ,นอกระบบ,เด็กและเยาวชนนอกระบบการศึกษา,จัดการเรียนการสอนเพื่อเทียบระดับการศึกษาขั้นพื้นฐาน และการศึกษาต่อเนื่อง,เมืองอ่างทอง,,อำเภอเมือง,422,ชื่อและจังหวัดตรงกับรายการอื่น แต่รายละเอียดต่างกัน
TZD-FD81C64075,อ่างทอง,สกร.อำเภอทุกแห่ง (ศูนย์การเรียนรู้ชุมชน),วิชาการ,นอกระบบ,เด็กและเยาวชนนอกระบบการศึกษา,จัดการเรียนการสอนเพื่อเทียบระดับการศึกษาขั้นพื้นฐาน และการศึกษาต่อเนื่อง,ป่าโมก,,อำเภอป่าโมก,423,ชื่อและจังหวัดตรงกับรายการอื่น แต่รายละเอียดต่างกัน
TZD-8C594007EA,อ่างทอง,สกร.อำเภอทุกแห่ง (ศูนย์การเรียนรู้ชุมชน),วิชาการ,นอกระบบ,เด็กและเยาวชนนอกระบบการศึกษา,จัดการเรียนการสอนเพื่อเทียบระดับการศึกษาขั้นพื้นฐาน และการศึกษาต่อเนื่อง,ไชโย,,อำเภอไชโย,424,ชื่อและจังหวัดตรงกับรายการอื่น แต่รายละเอียดต่างกัน
TZD-3E6CB7BE22,อ่างทอง,สกร.อำเภอทุกแห่ง (ศูนย์การเรียนรู้ชุมชน),วิชาการ,นอกระบบ,เด็กและเยาวชนนอกระบบการศึกษา,จัดการเรียนการสอนเพื่อเทียบระดับการศึกษาขั้นพื้นฐาน และการศึกษาต่อเนื่อง,โพธิ์ทอง,,อำเภอโพธิ์ทอง,425,ชื่อและจังหวัดตรงกับรายการอื่น แต่รายละเอียดต่างกัน
TZD-83396659E3,อ่างทอง,สกร.อำเภอทุกแห่ง (ศูนย์การเรียนรู้ชุมชน),วิชาการ,นอกระบบ,เด็กและเยาวชนนอกระบบการศึกษา,จัดการเรียนการสอนเพื่อเทียบระดับการศึกษาขั้นพื้นฐาน และการศึกษาต่อเนื่อง,แสวงหา,,อำเภอแสวงหา,426,ชื่อและจังหวัดตรงกับรายการอื่น แต่รายละเอียดต่างกัน
TZD-33BE25AA02,อ่างทอง,สกร.อำเภอทุกแห่ง (ศูนย์การเรียนรู้ชุมชน),วิชาการ,นอกระบบ,เด็กและเยาวชนนอกระบบการศึกษา,จัดการเรียนการสอนเพื่อเทียบระดับการศึกษาขั้นพื้นฐาน และการศึกษาต่อเนื่อง,วิเศษชัยชาญ,,อำเภอวิเศษชัยชาญ,427,ชื่อและจังหวัดตรงกับรายการอื่น แต่รายละเอียดต่างกัน
TZD-19E3E99870,อ่างทอง,โรงเรียนวิเศษไชยชาญ ตันติวิทยาภูมิ,วิชาการ,ในระบบ,นักเรียน,จัดการเรียนรู้หลักสูตรท้องถิ่น ศึกษาแหล่งเรียนรู้พิพิธภัณฑ์ตำนานเมืองอ่างทอง และพิพิธภัณฑ์ภาพถ่ายพระราชพิธีบรมวรราชาภิเษก,วิเศษชัยชาญ,,อำเภอวิเศษชัยชาญ,428,
TZD-7E235C65ED,อ่างทอง,โครงการฟาร์มตัวอย่างในสมเด็จพระนางเจ้าสิริกิติ์(ฟาร์มสีบัวทอง),วิชาชีพ,นอกระบบ,นักรียน/พม./ประชาชน,ฝึกปฏิบัติ/เรียนรู้ทฤษฎีแนวทางการจัดการเกษตร,แสวงหา,สีบัวทอง,บ้านยางกลาง ตำบลสีบัวทอง อำเภอแสวงหา จังหวัดอ่างทอง,429,
TZD-0BCE2DAD0D,อ่างทอง,โครงการแก้มลิงหนองเจ็ดเส้น (การจัดการน้ำและการเกษตร,วิชาชีพ,นอกระบบ,นักรียน/พม./ประชาชน,ฝึกปฏิบัติ/เรียนรู้ทฤษฎีแนวทางการจัดการเกษตร,ป่าโมก,,อำเภอป่าโมก,430,ชื่อและจังหวัดตรงกับรายการอื่น แต่รายละเอียดต่างกัน
TZD-4ADF4568E7,อ่างทอง,โครงการแก้มลิงหนองเจ็ดเส้น (การจัดการน้ำและการเกษตร,วิชาชีพ,นอกระบบ,นักรียน/พม./ประชาชน,ฝึกปฏิบัติ/เรียนรู้ทฤษฎีแนวทางการจัดการเกษตร,เมืองอ่างทอง,,อำเภอเมือง,431,ชื่อและจังหวัดตรงกับรายการอื่น แต่รายละเอียดต่างกัน
TZD-1002BE30DF,อ่างทอง,ศูนย์ตุ๊กตาชาววัง,วิชาชีพ,นอกระบบ,นักรียน/พม./ประชาชน,ฝึกปฏิบัติ/เรียนรู้ทฤษฎีแนวทางการจัดการเกษตร,เมืองอ่างทอง,,,432,
TZD-3320C32DD7,อ่างทอง,วัดขุนอินทประมูล วัดม่วง,วิชาชีพ,นอกระบบ,นักรียน/พม./ประชาชน,ฝึกปฏิบัติ/เรียนรู้ทฤษฎีแนวทางการจัดการเกษตร,,,,433,
TZD-073E93F006,เชียงราย,ศูนย์การเรียนรู้ม่อนแสงดาว วิชชาลัย,วิชาชีวิต,ตามอัธยาศัย,เด็กและเยาวชน,จัดกิจกรรมพัฒนาชีวิต,,,,434,
TZD-FB509C49AC,เชียงราย,ศูนย์พัฒนาครอบครัว (ศพค.),วิชาชีวิต,ตามอัธยาศัย,เด็กและเยาวชน,จัดกิจกรรมพัฒนาชีวิต,,,,435,
TZD-A523E23B35,เชียงราย,ศูนย์การเรียนณชจันทร์,วิชาชีวิต,ตามอัธยาศัย,เด็กและเยาวชน,จัดกิจกรรมพัฒนาชีวิต,,,,436,
TZD-F0115B11ED,เชียงราย,สกร.ระดับอำเภอ/ตำบล,วิชาการ,นอกระบบ,เด็กและเยาวชน,การจัดการศึกษาตามอัธยาศัย,,,สกร.ทุกพื้นที่ในจังหวัด,437,
TZD-4951087965,เชียงราย,โรงเรียนในระบบ,วิชาการ,ในระบบ,นักเรียนในระบบ,การจัดการศึกษา 3 ระดับ,,,ทุกโรงเรียนในจังหวัด,438,
TZD-2E54EE7D05,เชียงราย,อาชีวศึกษาสำนักงาน (วิทยาลัยในสังกัด),วิชาชีพ,ในระบบ,เด็กและเยาวชน,,,,,439,ยังไม่ระบุขอบเขต/รูปแบบการเรียนรู้
TZD-5BB3037E43,เชียงใหม่,ศกร. ระดับอำเภอทุกอำเภอ,วิชาการ,นอกระบบ,เด็กและเยาวชนนอกระบบการศึกษา อายุ 15 ปีขึ้นไป,จัดการเรียนการสอนเพื่อเทียบระดับการศึกษา การศึกษาพื้นฐานและการศึกษาต่อเนื่อง,,,ทุกอำเภอในพื้นที่จังหวัดเชียงใหม่,440,
TZD-F872313AA5,เชียงใหม่,ศูนย์การเรียนไร่ส้มวิทยา,วิชาการ,นอกระบบ,เด็กชาติพันธ์ชนกลุ่มน้อย,การศึกษาให้กับเด็กชาติพันธ์กลุ่มน้อยเพื่อเทียบวุฒิการศึกษา,ฝาง,แม่ข่า,ตำบลแม่ข่า อำเภอฝาง จังหวัดเชียงใหม่,441,
TZD-3554E9C36D,เชียงใหม่,ศูนย์การเรียนมอวาคี,วิชาการ,นอกระบบ,เด็กชาติพันธ์ชนกลุ่มน้อย,การศึกษาให้กับเด็กชาติพันธ์กลุ่มน้อยเพื่อเทียบวุฒิการศึกษา,แม่วาง,แม่วิน,ตำบลแม่วิน อำเภอแม่วาง จังหวัดเชียงใหม่,442,
TZD-A87A155FDF,เชียงใหม่,สถาบันพัฒนาฝีมือแรงงานจังหวัดเชียงใหม่,วิชาชีพ,นอกระบบ,เยาวชนที่ต้องการฝึกทักษะอาชีพ,ฝึกอบรมทักษะอาชีพระยะสั้น เช่น ทำขนม/ช่างซ่อมแอร์/ช่างไฟฟ้า/นวด,แม่ริม,ดอนแก้ว,ตำบลดอนแก้ว อำเภอแม่ริม จังหวัดเชียงใหม่,443,
TZD-B822EDF1DA,เชียงใหม่,ศูนย์พัฒนาศักยภาพและอาชีพคนพิการหยาดฝน จังหวัดเชียงใหม่,วิชาชีพ,นอกระบบ,เยาวชนที่ต้องการฝึกทักษะอาชีพโดยเฉพาะคนพิการ,ฝึกอบรมทักษะอาชีพเทียบระดับการศึกษาปวช. หลักสูตรกลุ่มเทคโนโลยีสารสนเทศ กลุ่มศิลปะหัตถกรรม เกษตรกรรม กลุ่มช่างอุตสาหกรรม,แม่แตง,สนมมหาพน,ตำบลสนมมหาพน อำเภอแม่แตง จังหวัดเชียงใหม่,444,
TZD-3072A0E145,เชียงใหม่,ศูนย์พัฒนาครอบครัวในชุมชนเทศบาลตำบลสนกำแพง,วิชาชีวิต,ตามอัธยาศัย,ทุกคนในครอบครัว,จัดกิจกรรมพัฒนาทักษะชีวิต เช่น การอยู่ร่วมกันในสังคม ทักษะความสัมพันธ์ในครอบครัว,สันกำแพง,สันกำแพง,ตำบลสันกำแพง อำเภอสันกำแพง จังหวัดเชียใหม่,445,
TZD-03E43E18F1,เพชรบุรี,สำนักงานส่งเสริมการเรียนรู้ประจำจังหวัดเพชรบุรี,วิชาการ,นอกระบบ,ผู้มีอายุ 15 ปีขึ้นไป,"ส่งเสริมการเรียนรู้เพื่อคุณวุฒิตามระดับ (ป.6, ม.ต้น, ม.ปลาย)",เมืองเพชรบุรี,ธงชัย,ตำบลธงชัย อำเภอเมืองเพชรบุรี จังหวัดเพชรบุรี,446,ชื่อและจังหวัดตรงกับรายการอื่น แต่รายละเอียดต่างกัน
TZD-F413A43841,เพชรบุรี,สำนักงานส่งเสริมการเรียนรู้ประจำจังหวัดเพชรบุรี,วิชาการ,นอกระบบ,ผู้มีอายุ 15 ปีขึ้นไป,"ส่งเสริมการเรียนรู้เพื่อคุณวุฒิตามระดับ (ป.6, ม.ต้น, ม.ปลาย)",เขาย้อย,ทับคาง,ตำบลทับคาง อำเภอเขาย้อย จังหวัดเพชรบุรี,447,ชื่อและจังหวัดตรงกับรายการอื่น แต่รายละเอียดต่างกัน
TZD-641689EA85,เพชรบุรี,สำนักงานส่งเสริมการเรียนรู้ประจำจังหวัดเพชรบุรี,วิชาการ,นอกระบบ,ผู้มีอายุ 15 ปีขึ้นไป,"ส่งเสริมการเรียนรู้เพื่อคุณวุฒิตามระดับ (ป.6, ม.ต้น, ม.ปลาย)",หนองหญ้าปล้อง,หนองหญ้าปล้อง,ตำบลหนองหญ้าปล้อง อำเภอหนองหญ้าปล้อง จังหวัดเพชรบุรี,448,ชื่อและจังหวัดตรงกับรายการอื่น แต่รายละเอียดต่างกัน
TZD-CEB829CDEE,เพชรบุรี,สำนักงานส่งเสริมการเรียนรู้ประจำจังหวัดเพชรบุรี,วิชาการ,นอกระบบ,ผู้มีอายุ 15 ปีขึ้นไป,"ส่งเสริมการเรียนรู้เพื่อคุณวุฒิตามระดับ (ป.6, ม.ต้น, ม.ปลาย)",ชะอำ,ชะอำ,ตำบลชะอำ อำเภอชะอำ,449,ชื่อและจังหวัดตรงกับรายการอื่น แต่รายละเอียดต่างกัน
TZD-27EEE07ED7,เพชรบุรี,"สพป. เพชรบุรี เขต 1, เขต 2",วิชาการ,ในระบบ,เด็กในวัยเรียน,,,,โรงเรียนในสังกัดทุกอำเภอ,450,ยังไม่ระบุขอบเขต/รูปแบบการเรียนรู้
TZD-6F8791FA99,เพชรบุรี,สพม. เพชรบุรี,วิชาการ,ในระบบ,เด็กในวัยเรียน,การศึกษาระดับมัธยม,,,โรงเรียนในสังกัดทุกอำเภอ,451,
TZD-240483D60A,เพชรบุรี,สธ.,วิชาการ,ในระบบ,เด็กในวัยเรียน,"การศึกษาระดับประถม, มัธยม",,,โรงเรียนในสังกัดทุกอำเภอ,452,
TZD-056EC72B7C,เพชรบุรี,วิทยาลัยสารพัดช่างเพชรบุรี,วิชาชีพ,นอกระบบ,เยาวชนที่ต้องการมีทักษะอาชีพ/แรงงานนอกระบบ,ฝึกอบรมวิชาชีพ เช่น ตัดผมชาย ช่างไฟฟ้า เสริมสวยหญิง,เมืองเพชรบุรี,ไร่ส้ม,93 มี.9 ถนนบันไดอิฐ ตำบลไร่ส้ม อำเภอเมืองจังหวัดเพชรบุรี,453,
TZD-2C8DD09E52,เพชรบุรี,สถาบันพัฒนาฝีมือแรงงาน 35,วิชาชีพ,นอกระบบ,จบม.3 อายุ 15 ถึง 25 ปี,ฝึกอบรมระยะสั้น เช่น ช่างเครื่องปรับอากาศขนาดเล็ก ช่างซ่อมและบำรุงรักษารถจักรยานยนต์ ช่างเดินสายไฟฟ้าในอาคาร,ชะอำ,เขาใหญ่,58 ม.2 ตำบลเขาใหญ่ อำเภอชะอำ จังหวัดเพชรบุรี,454,
TZD-B10272355F,เพชรบุรี,ศูนย์ฝึกอบรมและทดสอบทักษะอาชีพ มหาวิทยาลัยราชภัฎเพชรบุรี,วิชาชีพ,นอกระบบ,นักศึกษา บุคลากร ศิษย์เก่าและผู้สนใจทั่วไป,ฝึกอบรม เช่น ก่อสร้าง ช่างเครื่องกล ช่างไฟฟ้า สาขาอาชีพการบริการ,เมืองเพชรบุรี,นาวุ้ง,38 ม.8 ตำบลนาวุ้ง อำเภอเมือง จังหวัดเพชรบุรี,455,
TZD-7AB4E949D0,เพชรบุรี,ศูนย์การเรียนรู้เศรษฐกิจพอเพียงเรือนจำชั่วคราวกลิ้ง,วิชาชีวิต,ตามอัธยาศัย,ประชาชนทั่วไป/ผู้ต้องขัง,การเรียนรู้ที่ถ่ายทอดความรู้ความเข้าใจ หลักปรัชญาของเศรษฐกิจพอเพียงให้กับผู้ต้องขัง และผู้ที่สนใจ,แก่งกระจาน,วังจันทร์,เลขที่ 87 หมู่ 8 ตำบลวังจันทน์ อำเภอแก่งกระจาน จังหวัดเพชรบุรี,456,
TZD-1B2FE4B92C,เพชรบุรี,ห้องสมุดประชาชนประจำจังหวัด,วิชาชีวิต,ตามอัธยาศัย,ประชาชนทั่วไป/เด็กและเยาวชน,การเรียนรู้ตลอดชีวิต,เมืองเพชรบุรี,,อำเภอเมือง จังหวัดเพชรบุรี,457,
TZD-20F56B4277,เพชรบุรี,ห้องสมุดประชาชนประจำอำเภอ,วิชาชีวิต,ตามอัธยาศัย,ประชาชนทั่วไป/เด็กและเยาวชน,การเรียนรู้ตลอดชีวิต,,,,458,
TZD-7EAF85D839,เพชรบุรี,ห้องสมุดประชาชนเฉลิมราชราชกุมารี,วิชาชีวิต,ตามอัธยาศัย,ประชาชนทั่วไป/เด็กและเยาวชน,การเรียนรู้ตลอดชีวิต,เพชรบุรี,เขาย้อย,อำเภอเขาย้อย จังหวัดเพชรบุรี,459,
TZD-B5BE1C7CD3,เพชรบุรี,โครงการในพระราชดำริ,วิชาชีวิต,ตามอัธยาศัย,ประชาชนทั่วไป/เด็กและเยาวชน,การเรียนรู้ตลอดชีวิต,,,ทุกอำเภอในจังหวัดเพชรบุรี,460,
TZD-06C6A26142,แพร่,สกร. จ.แพร่,วิชาการ,นอกระบบ,นักเรียนที่หลุดออกนอกระบบ,จัดการเรียนรู้นอกระบบ/ตามอัธยาศัย,,,สกร.แพร่ และสกร. 8 อำเภอ,461,
TZD-1A96A870F3,แพร่,"สพป. แพร่ เขต 1 - 2, สพม.แพร่",วิชาการ,ในระบบ,นักเรียนกลุ่มเป้าหมายการศึกษาภาคบังคับ,จัดการเรียนรู้ในระบบ,,,สถานศึกษาในสังกัด,462,
TZD-52FB35EBF5,แพร่,รร.เทศบาล/อบจ. สังกัดอปท.,วิชาการ,ในระบบ,นักเรียนกลุ่มเป้าหมายการศึกษาภาคบังคับ,จัดการเรียนรู้ในระบบ,,,รร.เทศบาล/รร.อบจ.แพร่,463,
TZD-DB38FC981D,แพร่,ศุนย์พัฒนาเด็กเล็ก,วิชาการ,ในระบบ,เด็กประถมวัย,จัดการเรียนรู้ในระบบ,,,ศพด.ประจำตำบลทุกแห่ง,464,
TZD-AB81EEBDEC,แพร่,อาชีวศึกษา,วิชาการ,ในระบบ,นักเรียนกลุ่มเป้าหมายการศึกษาขั้นพื้นฐาน,จัดการเรียนรู้ในระบบ,,,สถานศึกษาในสังกัดอาชีวะศึกษา,465,
TZD-BC753EDD9D,แพร่,สำนักงานพัฒนาฝีมือแรงงานจังหวัด,วิชาการ,ในระบบ,นักเรียนที่หลุดออกนอกระบบ,จัดการเรียนรู้ในระบบ,สูงเม่น,,อ.สูงเม่น,466,
TZD-6002756DA8,แพร่,ลานเล่นตำบลแม่ยางฮ่อ โดยศูนย์สร้างสรรค์เพื่อการพัฒนาสังคมและสิ่งแวดล้อมจังหวัดแพร่,วิชาชีวิต,ตามอัธยาศัย,เด็ก เยาวชน และครอบครัวสมาชิกในชุมชน,กิจกรรมพัฒนาทักษะชีวิตผ่านการเรียนรู้จากการเล่นและการทำกิจกรรมร่วมกันของสมาชิกในชุมชน,ร้องกวาง,ยางฮ่อ,ตำบลแม่ยางฮ่อ อำเภอร้องกวาง จังหวัดแพร่,467,
TZD-CA6367F1AA,แพร่,ห้องสมุดประชาชนจังหวัดแพร่ โดยสกร.,วิชาชีวิต,ตามอัธยาศัย,เด็ก เยาวชน และครอบครัวสมาชิกในชุมชน,กิจกรรมคาราวาน รถโมบายนักผจญภัยในโลกหนังสือเพื่อให้เด็กได้เรียนรู้และทำกิจกรรมในภูมิปัญญาท้องถิ่น และได้เรียนรู้ผ่านการอ่าน,,,ทุกอำเภอในจังหวัดแพร่,468,
TZD-E076DEA85A,แม่ฮ่องสอน,กศน.อำเภอ 7 อำเภอ,วิชาการ,นอกระบบ,เด็กและเยาวชนอายุ 15 - 18 ปี,จัดการเรียนการสอนในรูปแบบการศึกษาต่อเนื่อง,,,ทุกอำเภอ,469,
